,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,G,PG,PG-13,R,gross
3757,29.0,82.0,99.0,44.0,93.0,315,0.0,65.0,5000000.0,2000.0,45.0,5.9,0,1,0,0,9628751.0
1594,304.0,132.0,304.0,898.0,15000.0,20035,0.0,323.0,30000000.0,2013.0,1000.0,7.2,0,0,1,0,116631310.0
2715,97.0,88.0,96.0,360.0,24000.0,25637,1.0,53.0,15000000.0,2009.0,971.0,5.3,0,0,1,0,6373693.0
1392,267.0,114.0,101.0,2000.0,12000.0,19904,1.0,197.0,37000000.0,2011.0,3000.0,6.0,0,0,1,0,33037754.0
4390,15.0,102.0,11.0,575.0,651.0,3894,0.0,21.0,53575683.2,2013.0,611.0,6.1,0,1,0,0,2507106.0
1261,277.0,92.0,77.0,495.0,703.0,3074,0.0,227.0,40000000.0,2011.0,682.0,5.9,0,0,0,1,42575718.0
2907,177.0,140.0,3000.0,322.0,963.0,2894,0.0,690.0,12800000.0,2000.0,595.0,8.0,0,0,0,1,4157491.0
2035,84.0,95.0,126.0,886.0,2000.0,4681,1.0,140.0,24000000.0,2004.0,989.0,5.6,0,0,1,0,16964743.0
708,156.0,95.0,25.0,439.0,989.0,2558,0.0,82.0,63000000.0,2011.0,664.0,5.5,0,1,0,0,108012170.0
1922,167.0,104.0,108.0,177.0,296.0,1340,0.0,316.0,17000000.0,2003.0,270.0,5.6,0,0,0,1,35143332.0
1910,29.0,97.0,420.0,585.0,695.0,2530,2.0,41.0,25000000.0,1997.0,635.0,6.1,0,0,0,1,41067398.0
1683,158.0,94.0,110.0,277.0,14000.0,15271,1.0,830.0,30000000.0,2006.0,829.0,4.4,0,0,1,0,18500966.0
710,141.0,106.0,116.0,708.0,22000.0,24938,6.0,428.0,80000000.0,2004.0,713.0,6.3,0,0,1,0,279167575.0
2939,198.0,89.0,66.0,1000.0,137000.0,140268,0.0,369.0,12000000.0,2008.0,1000.0,6.0,0,0,0,1,31691811.0
1882,459.0,85.0,198.0,387.0,2000.0,3958,0.0,2192.0,25000000.0,2008.0,1000.0,7.0,0,0,1,0,80034302.0
1612,391.0,108.0,655.0,940.0,24000.0,35209,0.0,452.0,25000000.0,2009.0,10000.0,7.4,0,0,0,1,83813460.0
3905,161.0,93.0,8.0,400.0,45000.0,46868,0.0,68.0,5000000.0,2013.0,541.0,4.0,0,0,1,0,15152879.0
138,194.0,91.0,58.0,826.0,2000.0,6576,0.0,206.0,150000000.0,2007.0,852.0,6.2,0,1,0,0,126597121.0
1772,447.0,117.0,905.0,385.0,553.0,2357,1.0,801.0,30000000.0,2010.0,488.0,7.7,0,0,0,1,48043505.0
3159,47.0,108.0,2.0,30.0,772.0,1058,3.0,148.0,10000000.0,2005.0,232.0,7.0,0,0,1,0,11703287.0
1410,275.0,120.0,91.0,680.0,4000.0,5826,2.0,232.0,35000000.0,2013.0,904.0,5.7,0,0,0,1,134455175.0
3821,104.0,148.0,0.0,263.0,3000.0,3967,0.0,309.0,890000.0,1996.0,324.0,8.0,0,0,0,1,24475416.0
1212,209.0,178.0,138.0,748.0,904.0,5074,0.0,433.0,40000000.0,2004.0,876.0,7.7,0,0,1,0,75305995.0
2840,63.0,109.0,36.0,579.0,3000.0,7833,0.0,55.0,13000000.0,2016.0,3000.0,6.8,0,1,0,0,61693523.0
3756,12.0,96.0,23.0,503.0,927.0,3552,6.0,9.0,5000000.0,2016.0,509.0,4.5,0,0,0,1,9658370.0
1936,83.0,88.0,82.0,571.0,756.0,4378,0.0,50.0,25000000.0,2009.0,713.0,3.5,0,0,1,0,25615792.0
599,358.0,119.0,845.0,992.0,18000.0,31782,3.0,698.0,70000000.0,2013.0,11000.0,6.5,0,0,0,1,98895417.0
3562,111.0,88.0,132.0,180.0,435.0,1140,2.0,166.0,6500000.0,2006.0,230.0,5.9,0,0,0,1,13367101.0
872,135.0,94.0,607.0,215.0,933.0,2248,1.0,321.0,55000000.0,2003.0,518.0,6.0,0,0,0,1,34238611.0
540,269.0,102.0,0.0,15000.0,22000.0,60646,1.0,289.0,75000000.0,2007.0,15000.0,7.1,0,0,0,1,66636385.0
377,227.0,128.0,521.0,249.0,591.0,2100,1.0,411.0,80000000.0,2005.0,249.0,6.4,0,0,1,0,72515360.0
1521,135.0,105.0,125.0,2000.0,18000.0,23122,5.0,50.0,35000000.0,2012.0,2000.0,5.7,0,0,1,0,13101142.0
1344,273.0,122.0,0.0,7.0,643.0,943,1.0,111.0,38600000.0,2013.0,290.0,6.5,0,0,1,0,6594136.0
4095,30.0,95.0,45.0,267.0,578.0,1363,0.0,49.0,3000000.0,1997.0,341.0,5.3,0,0,0,1,3559990.0
1094,218.0,129.0,628.0,548.0,14000.0,28886,9.0,1004.0,45000000.0,2003.0,14000.0,7.7,0,0,0,1,59365105.0
766,92.0,104.0,165.0,944.0,1000.0,4294,1.0,257.0,48000000.0,1998.0,967.0,6.1,0,0,1,0,46611204.0
3366,37.0,109.0,44.0,458.0,1000.0,3199,1.0,60.0,8000000.0,2002.0,886.0,6.5,0,0,1,0,27362712.0
1266,146.0,102.0,65.0,490.0,1000.0,3239,1.0,101.0,40000000.0,2008.0,613.0,5.7,0,0,1,0,32853640.0
1407,493.0,110.0,1000.0,538.0,13000.0,25964,0.0,724.0,38000000.0,2010.0,12000.0,7.7,0,0,1,0,171031347.0
2851,37.0,117.0,17.0,912.0,1000.0,6554,9.0,32.0,13000000.0,2007.0,997.0,6.1,0,0,1,0,49121934.0
4356,311.0,87.0,13.0,308.0,463.0,1958,0.0,300.0,1800000.0,2010.0,400.0,5.6,0,0,1,0,40990055.0
4730,154.0,89.0,310.0,587.0,22000.0,24419,0.0,286.0,500000.0,2003.0,833.0,7.7,0,0,0,1,5739376.0
124,245.0,129.0,0.0,233.0,309.0,1062,0.0,2121.0,150000000.0,2003.0,269.0,6.7,0,0,0,1,139259759.0
1287,86.0,84.0,33.0,1000.0,1000.0,5039,0.0,207.0,40000000.0,2004.0,1000.0,4.0,0,0,1,0,21176322.0
2371,47.0,85.0,2.0,402.0,1000.0,2429,1.0,119.0,19000000.0,2000.0,539.0,3.6,1,0,0,0,15911333.0
1101,276.0,109.0,37.0,651.0,11000.0,14073,0.0,1053.0,50000000.0,2005.0,2000.0,6.8,0,1,0,0,51019112.0
2107,423.0,106.0,1000.0,1000.0,19000.0,38494,5.0,302.0,22000000.0,2016.0,17000.0,6.4,0,0,1,0,29997095.0
3679,91.0,104.0,10.0,93.0,715.0,1315,0.0,153.0,5000000.0,2003.0,436.0,6.6,0,0,0,1,1056102.0
787,125.0,126.0,0.0,9000.0,13000.0,34774,3.0,267.0,60000000.0,2000.0,10000.0,6.7,0,0,1,0,30695227.0
483,166.0,99.0,57.0,820.0,20000.0,25942,4.0,543.0,80000000.0,2001.0,3000.0,6.5,0,0,0,1,69772969.0
3882,50.0,93.0,23.0,130.0,471.0,938,1.0,48.0,55784951.6,1997.0,232.0,7.1,0,0,1,0,2542264.0
3,813.0,164.0,22000.0,23000.0,27000.0,106759,0.0,2701.0,250000000.0,2012.0,23000.0,8.5,0,0,1,0,448130642.0
2650,344.0,106.0,255.0,850.0,14000.0,18003,0.0,637.0,125000000.0,2010.0,1000.0,5.8,0,0,1,0,163192114.0
158,190.0,154.0,380.0,445.0,10000.0,11945,1.0,928.0,140000000.0,2003.0,956.0,7.7,0,0,0,1,111110575.0
153,287.0,115.0,0.0,964.0,18000.0,31523,1.0,505.0,150000000.0,2007.0,12000.0,6.3,0,0,1,0,82161969.0
2475,256.0,119.0,99.0,778.0,15000.0,17584,2.0,555.0,20000000.0,2007.0,833.0,7.6,0,0,0,1,121463226.0
1697,98.0,114.0,118.0,40.0,489.0,679,0.0,298.0,30000000.0,2004.0,93.0,7.0,0,0,1,0,12831121.0
182,153.0,92.0,35.0,179.0,19000.0,19963,0.0,118.0,132000000.0,2014.0,411.0,6.7,0,1,0,0,83348920.0
755,34.0,124.0,50.0,672.0,1000.0,3653,2.0,54.0,60000000.0,1996.0,944.0,6.1,0,0,1,0,51045801.0
4187,26.0,75.0,15.0,36.0,1000.0,1385,0.0,30.0,2500000.0,2013.0,309.0,6.7,0,0,0,1,32230907.0
2260,192.0,124.0,0.0,430.0,6000.0,7567,0.0,559.0,20000000.0,2003.0,979.0,7.7,0,0,0,1,16248701.0
1592,157.0,120.0,132.0,1000.0,33000.0,54877,1.0,402.0,30000000.0,2000.0,18000.0,7.8,0,1,0,0,115648585.0
4053,94.0,91.0,52.0,482.0,773.0,1965,0.0,213.0,3000000.0,1998.0,588.0,7.4,0,1,0,0,24788807.0
2705,71.0,118.0,41.0,274.0,556.0,1873,1.0,125.0,15000000.0,2002.0,463.0,6.6,0,0,0,1,9059588.0
1461,211.0,101.0,357.0,374.0,907.0,2471,0.0,151.0,35000000.0,2012.0,445.0,5.1,0,0,1,0,25863915.0
843,53.0,92.0,39.0,458.0,3000.0,4518,0.0,103.0,55000000.0,1997.0,562.0,5.4,0,1,0,0,105263257.0
4283,160.0,101.0,263.0,37.0,71.0,226,3.0,206.0,2000000.0,2006.0,51.0,6.5,0,0,0,0,1984378.0
3784,322.0,95.0,57.0,233.0,727.0,1836,0.0,125.0,5000000.0,2015.0,442.0,7.1,0,0,0,1,3219029.0
2078,314.0,114.0,101.0,23.0,129.0,214,0.0,580.0,25000000.0,2007.0,25.0,6.8,0,0,1,0,71975611.0
973,76.0,121.0,16000.0,826.0,16000.0,19139,0.0,142.0,50000000.0,1997.0,1000.0,6.7,0,0,0,1,50007168.0
65,396.0,144.0,0.0,1000.0,34000.0,49684,6.0,622.0,178000000.0,2016.0,13000.0,7.3,0,0,1,0,154985087.0
770,415.0,113.0,181.0,300.0,33000.0,34738,3.0,264.0,60000000.0,2013.0,301.0,6.7,0,0,0,1,45996718.0
361,352.0,151.0,17000.0,1000.0,29000.0,45648,0.0,2054.0,90000000.0,2006.0,13000.0,8.5,0,0,0,1,132373442.0
469,80.0,135.0,503.0,67.0,8000.0,8355,1.0,162.0,75000000.0,1997.0,137.0,6.7,0,0,0,1,76081498.0
3769,43.0,90.0,7.0,701.0,2000.0,5900,0.0,41.0,55784951.6,2006.0,847.0,5.4,0,0,1,0,4328294.0
3138,55.0,112.0,92.0,826.0,2000.0,7552,0.0,75.0,55784951.6,2005.0,918.0,6.0,0,0,1,0,17378977.0
1042,75.0,118.0,176.0,308.0,18000.0,29748,2.0,397.0,48000000.0,1999.0,11000.0,6.7,0,0,0,1,66488090.0
363,308.0,121.0,0.0,918.0,21000.0,23484,3.0,577.0,92000000.0,2008.0,1000.0,7.0,0,0,0,1,110416702.0
133,310.0,99.0,473.0,502.0,14000.0,16184,0.0,253.0,150000000.0,2012.0,897.0,5.8,0,0,1,0,83640426.0
601,355.0,116.0,473.0,464.0,833.0,4001,0.0,800.0,70000000.0,2011.0,697.0,5.8,0,0,1,0,83552429.0
915,186.0,125.0,0.0,11000.0,14000.0,45696,12.0,211.0,52000000.0,2010.0,12000.0,5.7,0,0,1,0,110476776.0
2301,31.0,77.0,3.0,593.0,787.0,2185,0.0,114.0,20000000.0,2006.0,690.0,2.8,1,0,0,0,7382993.0
3617,42.0,94.0,0.0,664.0,1000.0,4484,0.0,78.0,6500000.0,2008.0,1000.0,4.6,0,0,0,1,4693919.0
2512,44.0,73.0,11.0,142.0,1000.0,2020,0.0,37.0,17000000.0,1999.0,436.0,5.8,1,0,0,0,11634458.0
207,403.0,123.0,508.0,14000.0,34000.0,81385,1.0,591.0,125000000.0,2014.0,22000.0,6.7,0,0,1,0,337103873.0
2072,165.0,111.0,105.0,64.0,527.0,735,1.0,65.0,19430000.0,2009.0,86.0,6.7,0,0,1,0,6109075.0
1455,137.0,101.0,48.0,531.0,775.0,3001,2.0,695.0,35000000.0,2002.0,541.0,5.2,0,0,0,1,30307804.0
1089,184.0,110.0,45.0,595.0,886.0,3174,1.0,582.0,45000000.0,1998.0,650.0,7.1,0,0,0,1,70001065.0
1690,155.0,126.0,51.0,874.0,10000.0,20563,4.0,214.0,35000000.0,2005.0,9000.0,7.3,0,0,0,1,18324242.0
2109,203.0,100.0,39.0,798.0,26000.0,39989,1.0,154.0,22000000.0,2013.0,11000.0,6.5,0,0,0,1,19783777.0
4106,19.0,110.0,13.0,221.0,439.0,1567,0.0,65.0,3500000.0,2010.0,399.0,6.3,0,1,0,0,2848578.0
484,137.0,129.0,258.0,163.0,2000.0,2864,1.0,244.0,75000000.0,2005.0,277.0,5.9,0,1,0,0,45356386.0
1366,86.0,130.0,39.0,534.0,2000.0,5162,0.0,45.0,40000000.0,2008.0,898.0,7.3,0,1,0,0,9589875.0
1254,342.0,109.0,99.0,57.0,176.0,390,0.0,334.0,40000000.0,2011.0,61.0,7.0,0,0,0,1,37371385.0
712,186.0,189.0,0.0,693.0,15000.0,17716,0.0,1377.0,60000000.0,1999.0,745.0,8.5,0,0,0,1,136801374.0
2263,81.0,101.0,13.0,499.0,651.0,2698,3.0,92.0,20000000.0,2003.0,555.0,5.6,0,0,1,0,15408822.0
1557,75.0,98.0,61.0,83.0,649.0,1400,1.0,108.0,32000000.0,2005.0,579.0,6.9,0,1,0,0,32701088.0
1167,291.0,100.0,308.0,913.0,10000.0,15369,2.0,283.0,42000000.0,2011.0,2000.0,5.4,0,0,1,0,37652565.0
1855,93.0,118.0,49.0,155.0,11000.0,11662,1.0,181.0,42000000.0,2001.0,216.0,6.0,0,0,0,1,16252765.0
3594,96.0,94.0,12.0,583.0,16000.0,19341,0.0,258.0,6000000.0,2002.0,876.0,6.4,0,0,0,1,21005329.0
19,451.0,106.0,188.0,718.0,10000.0,12572,1.0,341.0,225000000.0,2012.0,816.0,6.8,0,0,1,0,179020854.0
1090,127.0,136.0,49.0,730.0,17000.0,20299,0.0,209.0,30000000.0,2005.0,807.0,7.2,0,0,1,0,67253092.0
808,140.0,156.0,892.0,102.0,26000.0,26564,3.0,368.0,60000000.0,2007.0,368.0,3.8,0,0,1,0,4535117.0
472,143.0,80.0,40.0,375.0,3000.0,4394,0.0,100.0,80000000.0,2010.0,642.0,4.6,0,1,0,0,100169068.0
627,159.0,116.0,105.0,246.0,844.0,1899,1.0,313.0,70000000.0,2006.0,729.0,4.2,0,0,0,1,5851188.0
1095,117.0,95.0,487.0,1000.0,18000.0,24205,0.0,317.0,120000000.0,1998.0,1000.0,7.2,1,0,0,0,162792677.0
2457,128.0,108.0,11000.0,922.0,11000.0,14843,2.0,155.0,18000000.0,2003.0,944.0,6.4,0,0,0,1,3203044.0
2865,23.0,84.0,18.0,744.0,1000.0,3352,0.0,20.0,13000000.0,1998.0,851.0,3.8,0,0,0,1,8026971.0
2456,263.0,112.0,337.0,201.0,4000.0,5671,0.0,156.0,18000000.0,2016.0,820.0,6.7,0,0,1,0,3707794.0
3447,192.0,92.0,406.0,968.0,24000.0,41867,6.0,106.0,8000000.0,2009.0,15000.0,6.2,0,0,0,1,10814185.0
3150,368.0,130.0,337.0,820.0,11000.0,13960,1.0,261.0,10000000.0,2012.0,1000.0,7.4,0,0,1,0,21589307.0
1574,130.0,113.0,34.0,24.0,10000.0,10910,2.0,100.0,31500000.0,2016.0,877.0,6.3,0,0,0,1,14268533.0
2178,151.0,110.0,17.0,418.0,11000.0,21852,0.0,130.0,20000000.0,2016.0,10000.0,7.6,0,0,1,0,56154094.0
2286,214.0,115.0,214.0,968.0,14000.0,27214,3.0,106.0,20000000.0,2016.0,12000.0,6.3,0,0,0,1,12626905.0
1678,244.0,108.0,24.0,653.0,2000.0,3892,0.0,215.0,30000000.0,2011.0,942.0,5.9,0,0,0,1,23070045.0
358,188.0,94.0,107.0,117.0,835.0,1258,0.0,132.0,90000000.0,2009.0,256.0,7.0,0,1,0,0,196573705.0
120,478.0,128.0,22000.0,11000.0,23000.0,59558,0.0,2685.0,150000000.0,2005.0,14000.0,8.3,0,0,1,0,205343774.0
1127,106.0,106.0,208.0,855.0,3000.0,6558,0.0,273.0,45000000.0,1998.0,1000.0,6.0,0,0,0,1,11146409.0
2129,155.0,117.0,89.0,442.0,12000.0,13576,1.0,591.0,21500000.0,1999.0,541.0,7.2,0,0,0,1,24362501.0
1474,158.0,99.0,0.0,520.0,1000.0,2535,0.0,325.0,35000000.0,2005.0,573.0,5.0,0,0,1,0,19294901.0
3298,32.0,76.0,17.0,571.0,591.0,2851,3.0,41.0,53575683.2,2003.0,579.0,4.8,0,1,0,0,6126237.0
425,149.0,135.0,36.0,106.0,894.0,1439,0.0,466.0,60000000.0,2003.0,345.0,5.4,0,0,1,0,31111260.0
2574,21.0,97.0,3.0,578.0,1000.0,3835,1.0,20.0,55784951.6,2004.0,584.0,3.6,0,0,1,0,11540112.0
1964,50.0,101.0,17.0,218.0,900.0,1634,1.0,68.0,25000000.0,1996.0,246.0,5.4,0,0,0,1,14095303.0
3923,52.0,96.0,2.0,0.0,960.0,972,1.0,62.0,8000000.0,2003.0,12.0,2.7,0,0,0,1,3713002.0
1243,169.0,105.0,54.0,988.0,3000.0,9069,0.0,110.0,25000000.0,2012.0,2000.0,6.6,0,1,0,0,51853450.0
3916,300.0,105.0,171.0,143.0,382.0,954,0.0,308.0,3400000.0,2007.0,273.0,7.5,0,0,0,1,7159147.0
4060,24.0,113.0,9.0,12.0,71.0,159,1.0,35.0,3000000.0,2002.0,65.0,5.4,0,0,0,1,19184015.0
1756,426.0,130.0,285.0,767.0,33000.0,57308,4.0,374.0,28000000.0,2015.0,23000.0,7.8,0,0,0,1,70235322.0
2360,242.0,103.0,0.0,157.0,611.0,1212,0.0,869.0,15000000.0,1996.0,422.0,7.2,0,0,0,1,103001286.0
638,237.0,111.0,101.0,681.0,966.0,3393,3.0,143.0,36000000.0,2011.0,919.0,5.9,0,0,0,1,45045037.0
1357,323.0,109.0,304.0,736.0,940.0,3277,0.0,275.0,10000000.0,2009.0,906.0,7.3,0,0,0,1,47536959.0
1145,206.0,102.0,235.0,520.0,956.0,2998,1.0,502.0,50000000.0,2006.0,845.0,6.8,0,0,0,1,62318875.0
2758,136.0,111.0,15.0,121.0,1000.0,2140,2.0,73.0,10000000.0,2010.0,767.0,7.5,0,0,1,0,7691700.0
1912,38.0,85.0,0.0,503.0,1000.0,2908,0.0,33.0,25000000.0,2002.0,535.0,5.2,0,1,0,0,39880476.0
220,237.0,123.0,610.0,653.0,10000.0,11930,0.0,1426.0,125000000.0,2000.0,794.0,6.1,0,0,1,0,215397307.0
1653,634.0,95.0,246.0,751.0,26000.0,29551,0.0,986.0,30000000.0,2012.0,821.0,7.0,0,0,0,1,42043633.0
205,271.0,143.0,563.0,1000.0,40000.0,48184,3.0,2113.0,140000000.0,2003.0,5000.0,8.1,0,0,1,0,305388685.0
395,187.0,106.0,357.0,4000.0,23000.0,45327,2.0,988.0,38000000.0,2001.0,14000.0,6.7,0,0,1,0,144512310.0
429,173.0,107.0,153.0,233.0,11000.0,12700,1.0,685.0,70000000.0,2006.0,1000.0,6.4,0,0,1,0,137340146.0
818,57.0,90.0,32.0,809.0,1000.0,6299,0.0,85.0,60000000.0,2000.0,891.0,3.6,0,1,0,0,35231365.0
646,142.0,121.0,38.0,745.0,940.0,4230,0.0,297.0,66000000.0,1998.0,826.0,7.0,0,0,1,0,83892374.0
1422,83.0,132.0,130.0,80.0,29000.0,29265,1.0,244.0,35000000.0,1998.0,130.0,6.4,0,0,1,0,56876365.0
2593,32.0,91.0,10.0,574.0,890.0,3104,3.0,40.0,15600000.0,2002.0,578.0,4.5,0,0,1,0,13571817.0
2021,195.0,120.0,0.0,221.0,865.0,2321,5.0,488.0,24000000.0,1997.0,851.0,6.1,0,0,0,1,101334374.0
2627,152.0,87.0,165.0,383.0,1000.0,2452,0.0,468.0,15000000.0,2006.0,431.0,5.0,0,0,1,0,47860214.0
705,113.0,125.0,11.0,867.0,11000.0,14536,2.0,399.0,42000000.0,2001.0,904.0,5.9,0,0,0,1,15738632.0
2929,63.0,81.0,406.0,616.0,13000.0,17035,0.0,154.0,12000000.0,1996.0,2000.0,6.8,0,0,1,0,63071133.0
4199,197.0,101.0,119.0,0.0,334.0,338,1.0,345.0,2500000.0,2008.0,4.0,7.7,0,0,0,1,12995673.0
1078,77.0,113.0,0.0,995.0,11000.0,15362,2.0,152.0,40000000.0,2004.0,1000.0,5.7,1,0,0,0,95149435.0
1390,31.0,130.0,0.0,723.0,2000.0,3968,0.0,57.0,36000000.0,1996.0,912.0,6.7,0,0,1,0,13052741.0
2771,264.0,92.0,30.0,309.0,941.0,2348,0.0,162.0,14000000.0,2012.0,459.0,5.9,0,0,1,0,49122319.0
2966,70.0,100.0,43.0,696.0,988.0,3906,1.0,36.0,53575683.2,2010.0,826.0,5.8,0,1,0,0,21520719.0
805,161.0,106.0,34.0,466.0,3000.0,5329,3.0,110.0,60000000.0,2008.0,1000.0,6.1,0,1,0,0,17281832.0
2838,101.0,112.0,49.0,237.0,656.0,1307,0.0,320.0,13000000.0,2001.0,363.0,6.1,0,0,1,0,91038276.0
2287,104.0,96.0,11000.0,223.0,11000.0,11867,2.0,131.0,20000000.0,1997.0,474.0,7.4,0,0,0,1,10569071.0
2569,158.0,113.0,47.0,238.0,21000.0,22088,0.0,361.0,16000000.0,2010.0,541.0,7.2,0,0,1,0,19057024.0
3399,248.0,129.0,608.0,386.0,1000.0,2265,0.0,141.0,10000000.0,2010.0,579.0,7.3,0,0,1,0,3205244.0
2252,173.0,95.0,83.0,206.0,991.0,2173,0.0,220.0,20000000.0,2012.0,494.0,5.0,0,0,0,1,17529157.0
649,327.0,132.0,76.0,464.0,3000.0,7081,1.0,346.0,66000000.0,2014.0,3000.0,6.5,0,0,1,0,43568507.0
3996,425.0,92.0,22.0,159.0,648.0,1122,0.0,452.0,3500000.0,2015.0,191.0,6.8,0,0,0,1,25138292.0
2121,98.0,104.0,144.0,290.0,939.0,2453,3.0,54.0,22000000.0,2008.0,875.0,5.8,0,0,1,0,20668843.0
405,298.0,115.0,79.0,820.0,18000.0,36237,1.0,276.0,85000000.0,2012.0,16000.0,6.8,0,0,0,1,126149655.0
2987,61.0,109.0,40.0,794.0,5000.0,7166,5.0,99.0,12000000.0,2001.0,1000.0,7.0,0,0,0,1,2326407.0
1548,98.0,129.0,88.0,975.0,22000.0,36069,0.0,224.0,32000000.0,2000.0,9000.0,7.2,0,0,0,1,48814909.0
2136,85.0,106.0,48.0,39.0,18000.0,18630,3.0,131.0,21000000.0,2001.0,558.0,6.3,0,0,1,0,40219708.0
1994,285.0,105.0,160.0,490.0,852.0,2603,0.0,1033.0,33000000.0,2006.0,521.0,5.6,0,0,0,1,34014398.0
1189,433.0,89.0,0.0,903.0,19000.0,32325,0.0,918.0,40000000.0,2014.0,11000.0,6.4,0,0,0,1,126546825.0
1974,119.0,107.0,308.0,872.0,13000.0,16651,0.0,194.0,25000000.0,2005.0,947.0,7.1,0,0,1,0,11008432.0
2762,418.0,120.0,0.0,40.0,668.0,820,0.0,1017.0,15000000.0,2008.0,56.0,8.0,0,0,0,1,141319195.0
2538,158.0,126.0,26.0,385.0,638.0,2282,0.0,469.0,15000000.0,2003.0,624.0,7.6,0,0,0,1,13005485.0
2216,69.0,115.0,39.0,254.0,13000.0,14275,3.0,389.0,20000000.0,1998.0,481.0,6.5,0,0,0,1,29753944.0
1877,94.0,93.0,67.0,596.0,4000.0,7800,0.0,149.0,80000000.0,2004.0,2000.0,4.9,0,1,0,0,84185387.0
4035,60.0,91.0,38.0,377.0,625.0,2747,0.0,174.0,3300000.0,2006.0,464.0,7.4,0,0,1,0,8108247.0
2894,242.0,102.0,43.0,113.0,170.0,931,0.0,162.0,13000000.0,2009.0,157.0,6.6,0,0,0,1,2035566.0
3440,278.0,100.0,92.0,221.0,3000.0,4198,0.0,237.0,4500000.0,2009.0,766.0,7.3,0,0,1,0,12574715.0
1104,173.0,117.0,153.0,734.0,35000.0,49743,0.0,184.0,40000000.0,2014.0,11000.0,6.5,0,0,1,0,46280507.0
329,169.0,93.0,0.0,465.0,11000.0,13748,1.0,407.0,90000000.0,2004.0,2000.0,5.2,0,0,1,0,59475623.0
4029,214.0,135.0,353.0,40.0,1000.0,1211,0.0,749.0,3300000.0,2002.0,69.0,8.7,0,0,0,1,7563397.0
1650,69.0,104.0,134.0,64.0,585.0,1165,3.0,216.0,30000000.0,2002.0,495.0,5.6,0,0,1,0,40118420.0
451,145.0,128.0,278.0,343.0,18000.0,22679,1.0,402.0,80000000.0,2003.0,4000.0,6.7,0,0,1,0,124590960.0
2221,31.0,101.0,154.0,497.0,1000.0,3174,1.0,77.0,20000000.0,1996.0,816.0,6.1,0,0,0,1,53146000.0
795,117.0,104.0,293.0,256.0,780.0,2109,0.0,243.0,60000000.0,2002.0,265.0,6.1,0,0,1,0,30063805.0
51,306.0,116.0,179.0,236.0,15000.0,16149,2.0,453.0,200000000.0,2010.0,567.0,6.6,0,0,1,0,90755643.0
4561,181.0,97.0,33.0,229.0,496.0,994,1.0,93.0,1000000.0,2008.0,238.0,7.2,0,0,0,1,2508841.0
408,157.0,138.0,278.0,213.0,14000.0,17423,3.0,483.0,85000000.0,2006.0,3000.0,6.9,0,0,1,0,63224849.0
4645,327.0,85.0,0.0,88.0,282.0,687,0.0,168.0,900000.0,2013.0,270.0,7.5,0,0,0,1,16097842.0
602,235.0,125.0,13000.0,883.0,12000.0,16138,0.0,816.0,70000000.0,2003.0,1000.0,8.0,0,0,1,0,66257002.0
2649,151.0,94.0,28.0,731.0,2000.0,5440,5.0,614.0,15000000.0,2002.0,864.0,4.1,0,0,0,1,30259652.0
1146,159.0,110.0,118.0,287.0,11000.0,12876,2.0,91.0,40000000.0,2015.0,1000.0,6.0,0,0,1,0,5773519.0
303,256.0,111.0,456.0,394.0,20000.0,21393,4.0,186.0,150000000.0,2015.0,548.0,5.8,0,1,0,0,34964818.0
306,174.0,121.0,0.0,595.0,1000.0,3903,0.0,524.0,83000000.0,1999.0,1000.0,5.7,0,0,0,1,66862068.0
1701,62.0,100.0,277.0,210.0,21000.0,22006,0.0,148.0,30000000.0,1999.0,767.0,5.5,0,0,0,1,11900000.0
318,163.0,114.0,19.0,848.0,1000.0,3962,1.0,163.0,105000000.0,2015.0,897.0,5.3,0,0,1,0,28772222.0
1737,148.0,128.0,0.0,754.0,955.0,5404,3.0,259.0,30000000.0,2000.0,869.0,6.4,0,0,1,0,37036404.0
3605,88.0,99.0,29.0,161.0,711.0,1462,1.0,278.0,9000000.0,1998.0,427.0,6.8,0,0,0,1,11883495.0
1811,152.0,82.0,49.0,429.0,1000.0,3313,0.0,366.0,27000000.0,1999.0,888.0,5.6,0,0,0,1,31768374.0
4493,202.0,110.0,118.0,1000.0,13000.0,26451,3.0,507.0,27000000.0,2006.0,11000.0,7.8,0,0,0,1,22494487.0
798,110.0,131.0,37.0,507.0,968.0,3012,3.0,281.0,60000000.0,2001.0,848.0,6.9,0,0,0,1,18208078.0
2380,136.0,97.0,31.0,562.0,2000.0,5519,4.0,83.0,23000000.0,2011.0,2000.0,6.3,0,0,0,1,6923891.0
88,443.0,130.0,663.0,604.0,2000.0,5046,2.0,497.0,190000000.0,2015.0,638.0,6.5,0,1,0,0,93417865.0
1485,171.0,120.0,52.0,134.0,553.0,1082,1.0,200.0,35000000.0,2007.0,214.0,6.7,0,0,0,1,18317151.0
2397,233.0,122.0,301.0,457.0,1000.0,2759,0.0,522.0,20000000.0,2005.0,539.0,6.7,0,0,1,0,75072454.0
943,65.0,124.0,0.0,701.0,8000.0,9988,2.0,252.0,50000000.0,1998.0,818.0,6.7,0,0,1,0,91030827.0
